date,site,parameter,index_value,description,health_advisory,health_effects
8/21/2022,Parkway East,NO2,11,Good,,
8/21/2022,Liberty 2,PM10,16,Good,,
8/21/2022,North Braddock,SO2,6,Good,,
8/21/2022,Lawrenceville,OZONE,33,Good,,
8/21/2022,Glassport High Street,PM10,22,Good,,
8/21/2022,Liberty,SO2,4,Good,,
8/21/2022,Pittsburgh,NO2_500,12,Good,,
8/21/2022,North Braddock,PM10_640,18,Good,,
8/21/2022,North Braddock,PM25_640,25,Good,,
8/21/2022,Liberty 2,PM25T,23,Good,,
8/21/2022,Avalon,PM25_640,24,Good,,
8/21/2022,Parkway East,PM25T,20,Good,,
8/21/2022,Pittsburgh,PM25_640,27,Good,,
8/21/2022,Clairton,PM25_640,21,Good,,
8/22/2022,North Braddock,CO,3,Good,,
8/22/2022,North Braddock,PM10_640,13,Good,,
8/22/2022,Parkway East,CO,6,Good,,
8/22/2022,Pittsburgh,NO2_500,11,Good,,
8/22/2022,Harrison Township,OZONE,40,Good,,
8/22/2022,South Fayette,OZONE,41,Good,,
8/22/2022,Lawrenceville 2,SO2,1,Good,,
8/22/2022,North Braddock,SO2,1,Good,,
8/22/2022,Lawrenceville,OZONE,38,Good,,
8/22/2022,Glassport High Street,PM10,10,Good,,
8/22/2022,Liberty,SO2,4,Good,,
8/22/2022,Lawrenceville 2,CO,2,Good,,
8/22/2022,Harrison Township,NO2,6,Good,,
8/22/2022,Parkway East,NO2,10,Good,,
8/22/2022,Liberty 2,PM10,9,Good,,
8/22/2022,Pittsburgh,PM10_640,11,Good,,
8/22/2022,Liberty 2,PM25T,26,Good,,
8/22/2022,Avalon,PM25_640,28,Good,,
8/22/2022,Parkway East,PM25T,26,Good,,
8/22/2022,North Braddock,PM25_640,31,Good,,
8/22/2022,Pittsburgh,PM25_640,29,Good,,
8/22/2022,Clairton,PM25_640,25,Good,,
8/23/2022,Parkway East,CO,8,Good,,
8/23/2022,Parkway East,NO2,14,Good,,
8/23/2022,Pittsburgh,NO2_500,7,Good,,
8/23/2022,Harrison Township,OZONE,39,Good,,
8/23/2022,North Braddock,SO2,0,Good,,
8/23/2022,North Braddock,CO,2,Good,,
8/23/2022,South Fayette,OZONE,41,Good,,
8/23/2022,Glassport High Street,PM10,9,Good,,
8/23/2022,North Braddock,PM10_640,13,Good,,
8/23/2022,Liberty,SO2,1,Good,,
8/23/2022,Lawrenceville 2,CO,2,Good,,
8/23/2022,Lawrenceville,OZONE,37,Good,,
8/23/2022,Harrison Township,NO2,6,Good,,
8/23/2022,Liberty 2,PM10,10,Good,,
8/23/2022,Pittsburgh,PM10_640,13,Good,,
8/23/2022,Lawrenceville 2,SO2,1,Good,,
8/23/2022,North Braddock,PM25_640,37,Good,,
8/23/2022,Liberty 2,PM25T,33,Good,,
8/23/2022,Avalon,PM25_640,38,Good,,
8/23/2022,Parkway East,PM25T,36,Good,,
8/23/2022,Pittsburgh,PM25_640,38,Good,,
8/23/2022,Clairton,PM25_640,35,Good,,
8/24/2022,Pittsburgh,PM10_640,18,Good,,
8/24/2022,Lawrenceville 2,SO2,1,Good,,
8/24/2022,North Braddock,CO,6,Good,,
8/24/2022,Parkway East,CO,7,Good,,
8/24/2022,Harrison Township,OZONE,45,Good,,
8/24/2022,South Fayette,OZONE,50,Good,,
8/24/2022,Glassport High Street,PM10,24,Good,,
8/24/2022,Liberty,SO2,40,Good,,
8/24/2022,Lawrenceville 2,CO,3,Good,,
8/24/2022,Lawrenceville,OZONE,49,Good,,
8/24/2022,Liberty 2,PM10,27,Good,,
8/24/2022,North Braddock,PM10_640,25,Good,,
8/24/2022,Harrison Township,NO2,14,Good,,
8/24/2022,Parkway East,NO2,19,Good,,
8/24/2022,Pittsburgh,NO2_500,14,Good,,
8/24/2022,North Braddock,SO2,7,Good,,
8/24/2022,Parkway East,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/24/2022,Liberty 2,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/24/2022,Avalon,PM25_640,49,Good,,
8/24/2022,North Braddock,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/24/2022,Pittsburgh,PM25_640,48,Good,,
8/24/2022,Clairton,PM25_640,50,Good,,
8/25/2022,North Braddock,CO,15,Good,,
8/25/2022,Parkway East,CO,19,Good,,
8/25/2022,Harrison Township,OZONE,84,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
8/25/2022,Lawrenceville,OZONE,49,Good,,
8/25/2022,South Fayette,OZONE,49,Good,,
8/25/2022,Glassport High Street,PM10,37,Good,,
8/25/2022,Liberty,SO2,34,Good,,
8/25/2022,Lawrenceville 2,CO,8,Good,,
8/25/2022,Liberty 2,PM10,32,Good,,
8/25/2022,North Braddock,PM10_640,32,Good,,
8/25/2022,Harrison Township,NO2,17,Good,,
8/25/2022,Parkway East,NO2,20,Good,,
8/25/2022,Pittsburgh,NO2_500,23,Good,,
8/25/2022,North Braddock,SO2,34,Good,,
8/25/2022,Pittsburgh,PM10_640,25,Good,,
8/25/2022,Lawrenceville 2,SO2,10,Good,,
8/25/2022,Avalon,PM25_640,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/25/2022,Parkway East,PM25T,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/25/2022,North Braddock,PM25_640,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/25/2022,Liberty 2,PM25T,78,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/25/2022,Pittsburgh,PM25_640,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/25/2022,Clairton,PM25_640,50,Good,,
8/26/2022,Pittsburgh,NO2_500,18,Good,,
8/26/2022,Lawrenceville 2,SO2,4,Good,,
8/26/2022,Lawrenceville 2,CO,3,Good,,
8/26/2022,Liberty 2,PM10,31,Good,,
8/26/2022,North Braddock,PM10_640,32,Good,,
8/26/2022,Pittsburgh,PM10_640,25,Good,,
8/26/2022,North Braddock,CO,11,Good,,
8/26/2022,Parkway East,CO,12,Good,,
8/26/2022,Harrison Township,OZONE,44,Good,,
8/26/2022,Lawrenceville,OZONE,41,Good,,
8/26/2022,South Fayette,OZONE,44,Good,,
8/26/2022,Glassport High Street,PM10,35,Good,,
8/26/2022,Liberty,SO2,26,Good,,
8/26/2022,Harrison Township,NO2,14,Good,,
8/26/2022,Parkway East,NO2,21,Good,,
8/26/2022,North Braddock,SO2,4,Good,,
8/26/2022,North Braddock,PM25_640,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/26/2022,Avalon,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/26/2022,Parkway East,PM25T,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/26/2022,Liberty 2,PM25T,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/26/2022,Pittsburgh,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/26/2022,Clairton,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/27/2022,Lawrenceville 2,CO,3,Good,,
8/27/2022,Parkway East,CO,9,Good,,
8/27/2022,Parkway East,NO2,8,Good,,
8/27/2022,Harrison Township,OZONE,34,Good,,
8/27/2022,Lawrenceville,OZONE,35,Good,,
8/27/2022,North Braddock,SO2,0,Good,,
8/27/2022,North Braddock,CO,2,Good,,
8/27/2022,South Fayette,OZONE,39,Good,,
8/27/2022,Liberty 2,PM10,20,Good,,
8/27/2022,North Braddock,PM10_640,21,Good,,
8/27/2022,Pittsburgh,PM10_640,19,Good,,
8/27/2022,Harrison Township,NO2,11,Good,,
8/27/2022,Glassport High Street,PM10,20,Good,,
8/27/2022,Liberty,SO2,1,Good,,
8/27/2022,Pittsburgh,NO2_500,10,Good,,
8/27/2022,Lawrenceville 2,SO2,1,Good,,
8/27/2022,North Braddock,PM25_640,35,Good,,
8/27/2022,Liberty 2,PM25T,35,Good,,
8/27/2022,Avalon,PM25_640,37,Good,,
8/27/2022,Parkway East,PM25T,33,Good,,
8/27/2022,Clairton,PM25_640,35,Good,,
8/27/2022,Pittsburgh,PM25_640,35,Good,,
8/28/2022,North Braddock,CO,6,Good,,
8/28/2022,Parkway East,CO,5,Good,,
8/28/2022,Harrison Township,OZONE,48,Good,,
8/28/2022,South Fayette,OZONE,46,Good,,
8/28/2022,North Braddock,PM10_640,19,Good,,
8/28/2022,Pittsburgh,PM10_640,17,Good,,
8/28/2022,Lawrenceville 2,SO2,3,Good,,
8/28/2022,Pittsburgh,NO2_500,12,Good,,
8/28/2022,Glassport High Street,PM10,20,Good,,
8/28/2022,Liberty,SO2,13,Good,,
8/28/2022,Lawrenceville 2,CO,4,Good,,
8/28/2022,Harrison Township,NO2,8,Good,,
8/28/2022,Parkway East,NO2,14,Good,,
8/28/2022,Lawrenceville,OZONE,43,Good,,
8/28/2022,Liberty 2,PM10,17,Good,,
8/28/2022,North Braddock,SO2,11,Good,,
8/28/2022,North Braddock,PM25_640,50,Good,,
8/28/2022,Parkway East,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/28/2022,Avalon,PM25_640,48,Good,,
8/28/2022,Liberty 2,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/28/2022,Pittsburgh,PM25_640,49,Good,,
8/28/2022,Clairton,PM25_640,46,Good,,
8/29/2022,Pittsburgh,NO2_500,11,Good,,
8/29/2022,North Braddock,PM10_640,28,Good,,
8/29/2022,North Braddock,CO,11,Good,,
8/29/2022,Parkway East,CO,8,Good,,
8/29/2022,Harrison Township,OZONE,40,Good,,
8/29/2022,South Fayette,OZONE,37,Good,,
8/29/2022,Pittsburgh,PM10_640,19,Good,,
8/29/2022,Lawrenceville 2,SO2,2,Good,,
8/29/2022,Lawrenceville 2,CO,3,Good,,
8/29/2022,Harrison Township,NO2,9,Good,,
8/29/2022,Parkway East,NO2,14,Good,,
8/29/2022,Lawrenceville,OZONE,34,Good,,
8/29/2022,Liberty 2,PM10,23,Good,,
8/29/2022,North Braddock,SO2,9,Good,,
8/29/2022,Glassport High Street,PM10,29,Good,,
8/29/2022,Liberty,SO2,23,Good,,
8/29/2022,Avalon,PM25_640,38,Good,,
8/29/2022,North Braddock,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/29/2022,Liberty 2,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8/29/2022,Parkway East,PM25T,44,Good,,
8/29/2022,Clairton,PM25_640,36,Good,,
8/29/2022,Pittsburgh,PM25_640,40,Good,,
8/30/2022,Pittsburgh,NO2_500,10,Good,,
8/30/2022,North Braddock,PM10_640,27,Good,,
8/30/2022,North Braddock,CO,7,Good,,
8/30/2022,Parkway East,CO,5,Good,,
8/30/2022,Harrison Township,OZONE,34,Good,,
8/30/2022,South Fayette,OZONE,37,Good,,
8/30/2022,Pittsburgh,PM10_640,16,Good,,
8/30/2022,Lawrenceville 2,SO2,1,Good,,
8/30/2022,Lawrenceville,OZONE,33,Good,,
8/30/2022,Glassport High Street,PM10,21,Good,,
8/30/2022,Liberty,SO2,10,Good,,
8/30/2022,Lawrenceville 2,CO,2,Good,,
8/30/2022,Harrison Township,NO2,9,Good,,
8/30/2022,Parkway East,NO2,13,Good,,
8/30/2022,Liberty 2,PM10,19,Good,,
8/30/2022,North Braddock,SO2,6,Good,,
8/30/2022,Liberty 2,PM25T,35,Good,,
8/30/2022,Avalon,PM25_640,30,Good,,
8/30/2022,Parkway East,PM25T,31,Good,,
8/30/2022,North Braddock,PM25_640,33,Good,,
8/30/2022,Pittsburgh,PM25_640,30,Good,,
8/30/2022,Clairton,PM25_640,25,Good,,
8/31/2022,Harrison Township,NO2,4,Good,,
8/31/2022,Liberty 2,PM10,15,Good,,
8/31/2022,Pittsburgh,PM10_640,18,Good,,
8/31/2022,South Fayette,OZONE,31,Good,,
8/31/2022,North Braddock,PM10_640,18,Good,,
8/31/2022,Liberty,SO2,11,Good,,
8/31/2022,Lawrenceville 2,CO,2,Good,,
8/31/2022,Lawrenceville,OZONE,31,Good,,
8/31/2022,Glassport High Street,PM10,10,Good,,
8/31/2022,North Braddock,CO,2,Good,,
8/31/2022,Parkway East,CO,6,Good,,
8/31/2022,Parkway East,NO2,12,Good,,
8/31/2022,Pittsburgh,NO2_500,10,Good,,
8/31/2022,Harrison Township,OZONE,34,Good,,
8/31/2022,Lawrenceville 2,SO2,2,Good,,
8/31/2022,North Braddock,SO2,1,Good,,
8/31/2022,Avalon,PM25_640,36,Good,,
8/31/2022,North Braddock,PM25_640,33,Good,,
8/31/2022,Liberty 2,PM25T,33,Good,,
8/31/2022,Clairton,PM25_640,31,Good,,
8/31/2022,Pittsburgh,PM25_640,34,Good,,
9/1/2022,North Braddock,CO,7,Good,,
9/1/2022,Parkway East,CO,8,Good,,
9/1/2022,South Fayette,OZONE,40,Good,,
9/1/2022,Glassport High Street,PM10,13,Good,,
9/1/2022,North Braddock,PM10_640,28,Good,,
9/1/2022,Liberty,SO2,20,Good,,
9/1/2022,Harrison Township,NO2,10,Good,,
9/1/2022,Parkway East,NO2,19,Good,,
9/1/2022,Pittsburgh,NO2_500,18,Good,,
9/1/2022,Harrison Township,OZONE,39,Good,,
9/1/2022,North Braddock,SO2,7,Good,,
9/1/2022,Lawrenceville 2,CO,2,Good,,
9/1/2022,Lawrenceville,OZONE,35,Good,,
9/1/2022,Liberty 2,PM10,19,Good,,
9/1/2022,Pittsburgh,PM10_640,16,Good,,
9/1/2022,Lawrenceville 2,SO2,1,Good,,
9/1/2022,Avalon,PM25_640,35,Good,,
9/1/2022,Liberty 2,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/1/2022,Pittsburgh,PM25_640,34,Good,,
9/1/2022,North Braddock,PM25_640,49,Good,,
9/1/2022,Clairton,PM25_640,32,Good,,
9/2/2022,Lawrenceville 2,CO,3,Good,,
9/2/2022,Lawrenceville,OZONE,39,Good,,
9/2/2022,Liberty 2,PM10,18,Good,,
9/2/2022,North Braddock,PM10_640,26,Good,,
9/2/2022,Clairton,PM25_640,36,Good,,
9/3/2022,Lawrenceville 2,CO,3,Good,,
9/3/2022,Liberty 2,PM10,16,Good,,
9/3/2022,North Braddock,PM10_640,21,Good,,
9/4/2022,Lawrenceville 2,CO,3,Good,,
9/4/2022,South Fayette,OZONE,29,Good,,
9/4/2022,Liberty 2,PM10,17,Good,,
9/4/2022,North Braddock,PM10_640,20,Good,,
9/4/2022,Pittsburgh,PM10_640,19,Good,,
9/4/2022,Pittsburgh,PM25_640,44,Good,,
9/2/2022,North Braddock,CO,4,Good,,
9/2/2022,Parkway East,CO,7,Good,,
9/2/2022,Harrison Township,OZONE,43,Good,,
9/2/2022,South Fayette,OZONE,41,Good,,
9/2/2022,Glassport High Street,PM10,15,Good,,
9/2/2022,Avalon,PM25_640,34,Good,,
9/2/2022,Pittsburgh,PM25_640,36,Good,,
9/2/2022,Liberty,SO2,1,Good,,
9/3/2022,Pittsburgh,PM10_640,19,Good,,
9/3/2022,Clairton,PM25_640,43,Good,,
9/3/2022,North Braddock,PM25_640,48,Good,,
9/3/2022,Lawrenceville 2,SO2,4,Good,,
9/4/2022,North Braddock,CO,4,Good,,
9/5/2022,North Braddock,CO,5,Good,,
9/5/2022,Parkway East,CO,4,Good,,
9/5/2022,South Fayette,OZONE,26,Good,,
9/5/2022,North Braddock,PM10_640,21,Good,,
9/5/2022,Pittsburgh,PM10_640,16,Good,,
9/5/2022,Pittsburgh,PM25_640,35,Good,,
9/5/2022,Lawrenceville 2,SO2,2,Good,,
9/6/2022,North Braddock,CO,2,Good,,
9/6/2022,Parkway East,CO,9,Good,,
9/6/2022,Harrison Township,OZONE,24,Good,,
9/6/2022,South Fayette,OZONE,24,Good,,
9/6/2022,Pittsburgh,PM10_640,12,Good,,
9/6/2022,North Braddock,PM25_640,18,Good,,
9/6/2022,Pittsburgh,PM25_640,16,Good,,
9/6/2022,Lawrenceville 2,SO2,1,Good,,
9/2/2022,Pittsburgh,PM10_640,17,Good,,
9/2/2022,North Braddock,PM25_640,37,Good,,
9/2/2022,Lawrenceville 2,SO2,4,Good,,
9/3/2022,North Braddock,CO,4,Good,,
9/3/2022,Parkway East,CO,10,Good,,
9/3/2022,Harrison Township,OZONE,45,Good,,
9/3/2022,Lawrenceville,OZONE,41,Good,,
9/3/2022,South Fayette,OZONE,41,Good,,
9/3/2022,Glassport High Street,PM10,23,Good,,
9/3/2022,Avalon,PM25_640,44,Good,,
9/3/2022,Liberty 2,PM25T,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/3/2022,Liberty,SO2,11,Good,,
9/4/2022,Pittsburgh,NO2_500,13,Good,,
9/4/2022,Clairton,PM25_640,42,Good,,
9/4/2022,Lawrenceville 2,SO2,3,Good,,
9/5/2022,Lawrenceville 2,CO,3,Good,,
9/5/2022,Harrison Township,NO2,4,Good,,
9/5/2022,Parkway East,NO2,11,Good,,
9/5/2022,Harrison Township,OZONE,25,Good,,
9/5/2022,Lawrenceville,OZONE,21,Good,,
9/5/2022,Liberty 2,PM10,13,Good,,
9/5/2022,Avalon,PM25_640,33,Good,,
9/5/2022,North Braddock,SO2,3,Good,,
9/6/2022,Pittsburgh,NO2_500,7,Good,,
9/4/2022,Parkway East,CO,10,Good,,
9/4/2022,Parkway East,NO2,10,Good,,
9/4/2022,Harrison Township,OZONE,30,Good,,
9/4/2022,Lawrenceville,OZONE,31,Good,,
9/4/2022,Glassport High Street,PM10,23,Good,,
9/4/2022,Avalon,PM25_640,35,Good,,
9/4/2022,Liberty 2,PM25T,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/4/2022,North Braddock,SO2,6,Good,,
9/5/2022,Pittsburgh,NO2_500,15,Good,,
9/5/2022,Clairton,PM25_640,28,Good,,
9/5/2022,North Braddock,PM25_640,45,Good,,
9/5/2022,Liberty 2,PM25T,30,Good,,
9/6/2022,Lawrenceville 2,CO,2,Good,,
9/6/2022,Harrison Township,NO2,3,Good,,
9/6/2022,Parkway East,NO2,11,Good,,
9/6/2022,Lawrenceville,OZONE,25,Good,,
9/6/2022,Liberty 2,PM10,9,Good,,
9/6/2022,North Braddock,SO2,3,Good,,
9/6/2022,North Braddock,PM10_640,19,Good,,
9/6/2022,Clairton,PM25_640,16,Good,,
9/6/2022,Liberty 2,PM25T,9,Good,,
9/2/2022,Harrison Township,NO2,5,Good,,
9/2/2022,Parkway East,NO2,7,Good,,
9/2/2022,Pittsburgh,NO2_500,12,Good,,
9/2/2022,Liberty 2,PM25T,40,Good,,
9/2/2022,North Braddock,SO2,16,Good,,
9/3/2022,Harrison Township,NO2,9,Good,,
9/3/2022,Parkway East,NO2,13,Good,,
9/3/2022,Pittsburgh,NO2_500,12,Good,,
9/3/2022,Pittsburgh,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/3/2022,North Braddock,SO2,14,Good,,
9/4/2022,Harrison Township,NO2,6,Good,,
9/4/2022,North Braddock,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/4/2022,Liberty,SO2,1,Good,,
9/5/2022,Glassport High Street,PM10,16,Good,,
9/5/2022,Liberty,SO2,3,Good,,
9/6/2022,Glassport High Street,PM10,9,Good,,
9/6/2022,Avalon,PM25_640,15,Good,,
9/6/2022,Liberty,SO2,3,Good,,
9/7/2022,Lawrenceville,OZONE,23,Good,,
9/7/2022,North Braddock,CO,2,Good,,
9/7/2022,Parkway East,CO,8,Good,,
9/7/2022,Harrison Township,OZONE,22,Good,,
9/7/2022,South Fayette,OZONE,28,Good,,
9/7/2022,Pittsburgh,PM10_640,12,Good,,
9/7/2022,Lawrenceville 2,SO2,1,Good,,
9/7/2022,Glassport High Street,PM10,6,Good,,
9/7/2022,Liberty,SO2,0,Good,,
9/7/2022,Lawrenceville 2,CO,2,Good,,
9/7/2022,Harrison Township,NO2,3,Good,,
9/7/2022,Parkway East,NO2,10,Good,,
9/7/2022,Liberty 2,PM10,7,Good,,
9/7/2022,North Braddock,SO2,0,Good,,
9/7/2022,Pittsburgh,NO2_500,7,Good,,
9/7/2022,North Braddock,PM10_640,10,Good,,
9/7/2022,Avalon,PM25_640,23,Good,,
9/7/2022,Liberty 2,PM25T,13,Good,,
9/7/2022,Clairton,PM25_640,20,Good,,
9/7/2022,North Braddock,PM25_640,23,Good,,
9/7/2022,Parkway East,PM25_640,23,Good,,
9/7/2022,Pittsburgh,PM25_640,22,Good,,
9/8/2022,Lawrenceville 2,CO,3,Good,,
9/8/2022,Harrison Township,NO2,10,Good,,
9/8/2022,Liberty 2,PM10,7,Good,,
9/8/2022,Pittsburgh,PM10_640,20,Good,,
9/8/2022,North Braddock,CO,2,Good,,
9/8/2022,Parkway East,CO,9,Good,,
9/8/2022,Parkway East,NO2,13,Good,,
9/8/2022,Pittsburgh,NO2_500,12,Good,,
9/8/2022,Harrison Township,OZONE,29,Good,,
9/8/2022,North Braddock,PM25_640,19,Good,,
9/8/2022,Parkway East,PM25_640,20,Good,,
9/8/2022,Lawrenceville 2,SO2,1,Good,,
9/8/2022,North Braddock,SO2,1,Good,,
9/8/2022,Lawrenceville,OZONE,29,Good,,
9/8/2022,Glassport High Street,PM10,6,Good,,
9/8/2022,Avalon,PM25_640,23,Good,,
9/8/2022,Clairton,PM25_640,20,Good,,
9/8/2022,South Fayette,OZONE,36,Good,,
9/8/2022,North Braddock,PM10_640,10,Good,,
9/8/2022,Pittsburgh,PM25_640,28,Good,,
9/8/2022,Liberty 2,PM25T,19,Good,,
9/8/2022,Liberty,SO2,3,Good,,
9/9/2022,North Braddock,CO,5,Good,,
9/9/2022,Parkway East,CO,8,Good,,
9/9/2022,South Fayette,OZONE,37,Good,,
9/9/2022,Glassport High Street,PM10,9,Good,,
9/9/2022,North Braddock,PM10_640,20,Good,,
9/9/2022,Liberty,SO2,4,Good,,
9/9/2022,Harrison Township,NO2,11,Good,,
9/9/2022,Pittsburgh,PM10_640,24,Good,,
9/9/2022,Lawrenceville 2,SO2,5,Good,,
9/9/2022,Lawrenceville 2,CO,3,Good,,
9/9/2022,Lawrenceville,OZONE,35,Good,,
9/9/2022,Liberty 2,PM10,10,Good,,
9/9/2022,Parkway East,NO2,9,Good,,
9/9/2022,Pittsburgh,NO2_500,10,Good,,
9/9/2022,Harrison Township,OZONE,35,Good,,
9/9/2022,North Braddock,SO2,13,Good,,
9/9/2022,Avalon,PM25_640,30,Good,,
9/9/2022,North Braddock,PM25_640,32,Good,,
9/9/2022,Parkway East,PM25_640,25,Good,,
9/9/2022,Liberty 2,PM25T,38,Good,,
9/9/2022,Pittsburgh,PM25_640,31,Good,,
9/9/2022,Clairton,PM25_640,30,Good,,
9/10/2022,Pittsburgh,PM10_640,16,Good,,
9/10/2022,Lawrenceville 2,SO2,3,Good,,
9/10/2022,North Braddock,CO,4,Good,,
9/10/2022,Parkway East,CO,2,Good,,
9/10/2022,Harrison Township,OZONE,36,Good,,
9/10/2022,South Fayette,OZONE,36,Good,,
9/10/2022,Glassport High Street,PM10,11,Good,,
9/10/2022,Liberty,SO2,0,Good,,
9/10/2022,Harrison Township,NO2,4,Good,,
9/10/2022,Parkway East,NO2,6,Good,,
9/10/2022,Pittsburgh,NO2_500,10,Good,,
9/10/2022,North Braddock,SO2,10,Good,,
9/10/2022,Lawrenceville 2,CO,4,Good,,
9/10/2022,Lawrenceville,OZONE,34,Good,,
9/10/2022,Liberty 2,PM10,11,Good,,
9/10/2022,North Braddock,PM10_640,22,Good,,
9/10/2022,Avalon,PM25_640,40,Good,,
9/10/2022,North Braddock,PM25_640,39,Good,,
9/10/2022,Parkway East,PM25_640,35,Good,,
9/10/2022,Liberty 2,PM25T,33,Good,,
9/10/2022,Pittsburgh,PM25_640,38,Good,,
9/10/2022,Clairton,PM25_640,34,Good,,
9/11/2022,Lawrenceville 2,CO,2,Good,,
9/11/2022,Liberty 2,PM10,10,Good,,
9/11/2022,North Braddock,PM10_640,20,Good,,
9/11/2022,Pittsburgh,PM10_640,15,Good,,
9/11/2022,Lawrenceville 2,SO2,1,Good,,
9/11/2022,North Braddock,CO,4,Good,,
9/11/2022,Parkway East,CO,2,Good,,
9/11/2022,Harrison Township,OZONE,19,Good,,
9/11/2022,Lawrenceville,OZONE,19,Good,,
9/11/2022,South Fayette,OZONE,20,Good,,
9/11/2022,Glassport High Street,PM10,10,Good,,
9/11/2022,Liberty,SO2,9,Good,,
9/11/2022,Harrison Township,NO2,4,Good,,
9/11/2022,Parkway East,NO2,6,Good,,
9/11/2022,Pittsburgh,NO2_500,10,Good,,
9/11/2022,North Braddock,SO2,3,Good,,
9/11/2022,North Braddock,PM25_640,24,Good,,
9/11/2022,Parkway East,PM25_640,22,Good,,
9/11/2022,Liberty 2,PM25T,21,Good,,
9/11/2022,Avalon,PM25_640,26,Good,,
